1515996718355	geckodriver	INFO	Listening on 127.0.0.1:62478
1515996720294	geckodriver::marionette	INFO	Starting browser D:\Program Files\Mozilla Firefox\firefox.exe with args ["-marionette"]
[GFX1]: Potential driver version mismatch ignored due to missing DLLs igd10umd64 v= and igd10iumd64.dll v=0.0.0.0
1515996726375	Marionette	INFO	Listening on port 62488
1515996726921	Marionette	WARN	TLS certificate errors will be ignored for this session
1515996728906	Marionette	INFO	New connections will no longer be accepted
ource://gre/modules/addons/GMPProvider.jsm
1502779474069	addons.manager	DEBUG	Loaded provider scope for resource://gre/modules/addons/PluginProvider.jsm
1502779474070	addons.manager	DEBUG	Starting provider: XPIProvider
1502779474070	addons.xpi	DEBUG	startup
1502779474072	addons.xpi	INFO	Mapping cehomepage@mozillaonline.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\cehomepage@mozillaonline.com
1502779474072	addons.xpi	INFO	Mapping coba@mozilla.com.cn to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\coba@mozilla.com.cn.xpi
1502779474072	addons.xpi	INFO	Mapping commonfix@mozillaonline.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\commonfix@mozillaonline.com.xpi
1502779474073	addons.xpi	INFO	Mapping cpmanager@mozillaonline.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\cpmanager@mozillaonline.com.xpi
1502779474073	addons.xpi	INFO	Mapping easyscreenshot@mozillaonline.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\easyscreenshot@mozillaonline.com.xpi
1502779474073	addons.xpi	INFO	Mapping firebug@software.joehewitt.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\firebug@software.joehewitt.com.xpi
1502779474073	addons.xpi	INFO	Mapping FireXPath@pierre.tholence.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\FireXPath@pierre.tholence.com.xpi
1502779474073	addons.xpi	INFO	Mapping jid0-OrDwsV63wgU4TFI6yptWagbfUE8@jetpack to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\jid0-OrDwsV63wgU4TFI6yptWagbfUE8@jetpack.xpi
1502779474073	addons.xpi	INFO	Mapping tabtweak@mozillaonline.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\tabtweak@mozillaonline.com.xpi
1502779474074	addons.xpi	INFO	Mapping wx-assistant@mozillaonline.com to C:\Users\SHIFU~1.YAN\AppData\Local\Temp\rust_mozprofile.xExKYVd6orZd\extensions\wx-assistant@mozillaonline.com.xpi
1502779474074	addons.xpi	INFO	SystemAddonInstallLocation directory is missing
1502779474074	addons.xpi	INFO	Mapping aushelper@mozilla.org to D:\Program Files\Mozilla Firefox\browser\features\aushelper@mozilla.org.xpi
1502779474075	addons.xpi	INFO	Mapping e10srollout@mozilla.org to D:\Program Files\Mozilla Firefox\browser\features\e10srollout@mozilla.org.xpi
1502779474075	addons.xpi	INFO	Mapping firefox@getpocket.com to D:\Program Files\Mozilla Firefox\browser\features\firefox@getpocket.com.xpi
